"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"","","","","","","","","","","","","","","","","Click on Pipeline Versions on Header menu
- On Pipeline versions window enter
   """"version 1 Pipeline with two sticky notes"""" and click on """"Create Version""""
Save the Pipeline
Expected Result:
![](index.php?/attachments/get/9300)
![](index.php?/attachments/get/9301) 

","","![](index.php?/attachments/get/9300)
![](index.php?/attachments/get/9301) 

","","","Click on Pipeline Versions on Header menu
- On Pipeline versions window enter
   ""version 1 Pipeline with two sticky notes"" and click on ""Create Version""
Save the Pipeline","","","","","",""
"","","","","","","","","","","","","","","","","Again Click on Pipeline Versions on Header menu""""
 """"version 2 Pipeline with two sticky notes"""" and click on """"Create Version""""
Add another note with text as """"test3""""
Save the pipeline
","","","","","Again Click on Pipeline Versions on Header menu""
 ""version 2 Pipeline with two sticky notes"" and click on ""Create Version""
Add another note with text as ""test3""
Save the pipeline
","","","","","",""
"","","","","","","","","","","","","","","","","Click on Pipeline Versions on Header menu
-- Click on versions tab
-- select version1- Click on Revert
Expected Result:
Version1 of pipeline with two sticky notes is retrievd","","Version1 of pipeline with two sticky notes is retrievd","","","Click on Pipeline Versions on Header menu
-- Click on versions tab
-- select version1- Click on Revert","","","","","",""
"C10230314","UI_Verify the scroll bar when large data is entered for notes","SriSwapna Pothana","4/9/2020 5:29 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Verify the below set of notes
-- 
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterpriseThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterpriseThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterpriseThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provid
Expected Result:
scroll bar should be present in the notes
![](index.php?/attachments/get/9309)  


","","scroll bar should be present in the notes
![](index.php?/attachments/get/9309)  


","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Verify the below set of notes
-- 
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterpriseThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterpriseThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterpriseThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise
The SnapLogic Intelligent Integration Platform provid","Master","S1"," Manual","EndtoEnd","Anton Samsonov","12/19/2023 9:40 AM"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C10230317","UI_Drag any snap from Catalog pane over to the notes of the pipeline","SriSwapna Pothana","4/9/2020 5:43 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note

Expected Result:
It should be user name [TBD]
![](index.php?/attachments/get/9293) 

","","It should be user name [TBD]
![](index.php?/attachments/get/9293) 

","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
","Master","S1"," Manual","EndtoEnd","Anton Samsonov","12/19/2023 9:40 AM"
"","","","","","","","","","","","","","","","","Click on snaps
-- Drag and srop any snap from catalog over notes that is added
Expected Result:
snap is added in control plane under the notes
( you can find it if you drag the notes sideways)","","snap is added in control plane under the notes
( you can find it if you drag the notes sideways)","","","Click on snaps
-- Drag and srop any snap from catalog over notes that is added","","","","","",""
"C10230318","UI_Verify Zoom In and Zoom out_ after adding notes to Pipeline","SriSwapna Pothana","4/9/2020 5:46 PM","","","","Canvas","Natasha Mahaldar","","Low","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
save the pipeline

Expected Result:

","","
","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
save the pipeline
","Master","S1"," Manual","EndtoEnd","Anton Samsonov","12/19/2023 9:40 AM"
"","","","","","","","","","","","","","","","","On the Header menu
-- Click on Zoom in and Zoom out icons
Expected Result:
Notes should move along with the snaps in the pipeline","","Notes should move along with the snaps in the pipeline","","","On the Header menu
-- Click on Zoom in and Zoom out icons","","","","","",""
"C10230315","UI_Verify the max size is 1000 characters that user can enter in notes","SriSwapna Pothana","4/9/2020 5:35 PM","","","","Canvas","Natasha Mahaldar","","Medium","UI-4440","4.21","NOTES [UI-4440:Add annotation in Designer]","https://mysnaplogic.atlassian.net/browse/UI-4440","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Verify the below set of notes(with 1000 characters)
-- 
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise.\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a""""
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise.\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform prov
Expected Result:
user should be able to add 1000 character


","","user should be able to add 1000 character


","","","Login to Designer
Create a Pipeline
Click on Pencil icon from canvas header section
--> Click n Add Note
Verify the below set of notes(with 1000 characters)
-- 
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise.\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a""
The SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise.\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform provides a simple and fast way to build a connected enterprise\nThe SnapLogic Intelligent Integration Platform prov","Master","S1"," Automated","EndtoEnd","Sunil Darshanam","5/30/2024 4:58 AM"
